V1,V2,V3,V4,V5,id
NDF,US,other,FR,IT,cgo81o4h40
US,NDF,other,FR,IT,a37y2cfdxu
US,NDF,other,FR,IT,ckzenna1hc
NDF,US,other,FR,IT,xejxzkzt5i
NDF,US,other,FR,IT,lmtnq4a533
NDF,US,other,GB,FR,8zacweuz6c
NDF,US,other,FR,IT,yr1fi8y4ng
US,NDF,other,FR,IT,c7i8imy0ph
NDF,US,other,FR,IT,t9eaf446bf
NDF,US,other,FR,IT,6vo9t9y0jp
NDF,US,other,IT,FR,fvl81egh0x
NDF,US,other,FR,IT,vc17prdz7x
NDF,US,other,IT,FR,mgc6jnoerh
NDF,US,other,FR,IT,rwip1apd3r
NDF,US,other,IT,FR,kjnpnfsnkv
NDF,US,other,FR,GB,3164nvcnur
NDF,US,other,FR,IT,oiy56biwlg
NDF,US,other,FR,IT,hl1jne60hd
NDF,US,other,FR,IT,3doef1aagp
NDF,US,other,FR,IT,p3bvyrpv4l
NDF,US,other,IT,FR,sb3gno2v91
NDF,US,other,FR,IT,qtran3hb64
NDF,US,other,FR,IT,w1qn28eqrp
NDF,US,other,FR,IT,xvrkuk7go1
NDF,US,other,FR,GB,urcm35m8i3
NDF,US,other,ES,FR,e0t5uzoanv
NDF,US,other,FR,IT,brt4psc4vl
NDF,US,other,FR,GB,c1h8ajjb6u
NDF,US,other,FR,IT,my9o685js9
NDF,US,other,FR,CA,oa88t9xxnu
NDF,US,other,FR,CA,8bhq8nnl01
NDF,US,other,FR,IT,xy8vgty4bb
US,NDF,other,FR,IT,cwrtvkuwf8
NDF,US,other,FR,IT,12lh7grmsr
US,NDF,other,FR,IT,kobvox0b6r
NDF,US,other,FR,IT,o0qd3hlgdj
NDF,US,other,IT,FR,jz3b7o62c6
US,NDF,other,FR,IT,0g7qjqlz9c
NDF,US,other,FR,GB,mpvknx8a0e
NDF,US,other,IT,CA,7uavw4wtnu
NDF,US,other,FR,IT,rj8alexqx5
NDF,US,other,FR,IT,tfhvxz1ac8
NDF,US,other,FR,IT,q64eb9mj12
NDF,US,other,FR,GB,qzic2oec6q
NDF,US,other,FR,IT,1428ga2ktr
NDF,US,other,FR,IT,w0ixsqk7pz
NDF,US,other,FR,IT,gydvq0fb7s
US,NDF,other,FR,ES,3048ox390s
NDF,US,other,FR,IT,q1e3u99nym
NDF,US,other,FR,IT,kq58pjb1bu
NDF,US,other,FR,IT,0g0ec7478p
NDF,US,other,FR,IT,7o0b5hcfhg
NDF,US,other,FR,IT,7w1jhe1q1f
NDF,US,other,IT,FR,5swcrlsqhl
NDF,US,other,FR,IT,u0gzd4a7eb
US,NDF,other,FR,IT,74678i53vw
NDF,US,other,FR,IT,x637xz65tl
NDF,US,other,FR,IT,sa6o3ivqdz
NDF,US,other,FR,GB,tj4rnn5gbf
US,NDF,other,FR,IT,6tdkdtadsd
NDF,US,other,FR,GB,gcicz0i55u
NDF,US,other,FR,IT,nz1o2bfuse
NDF,US,other,IT,FR,jp6ifk7g40
NDF,US,other,FR,CA,kf0ziog8zw
US,NDF,other,FR,IT,iiax8jgg7y
US,NDF,other,FR,IT,3yz721z364
NDF,US,other,FR,IT,ntf11evh03
NDF,US,other,FR,IT,9e4ets53q1
US,NDF,other,FR,IT,p1t4m0p9fl
NDF,US,other,FR,IT,7ej88c2pt9
NDF,US,other,FR,IT,8ynydvnq2n
NDF,US,other,FR,GB,n2zfbiwiub
NDF,US,other,FR,IT,miug75bp3t
NDF,US,other,FR,IT,niof5i3ro3
NDF,US,other,FR,IT,daftg2rfxb
NDF,US,other,FR,GB,uecpdpqrgz
NDF,US,other,FR,IT,x7nm6p60tc
NDF,US,other,FR,IT,dkgonhdb96
NDF,US,other,FR,IT,dqm7zj0fh3
NDF,US,other,FR,IT,6xvnnudrib
US,NDF,other,FR,IT,slyv0gtx1r
NDF,US,other,ES,IT,dkiwsrxds0
NDF,US,other,FR,IT,9puwhm5ymy
US,NDF,other,FR,IT,l88iy1jpe3
NDF,US,other,IT,FR,ln062ggbid
US,NDF,other,FR,IT,g7rh803l2n
NDF,US,other,IT,FR,wveubtocb1
NDF,US,other,FR,IT,3bof9fegje
US,NDF,other,FR,IT,e8ofgzovwj
US,NDF,other,FR,IT,i20llhbapm
NDF,US,other,FR,IT,ocz1nv047y
NDF,US,other,FR,IT,9mhnbkxuvl
NDF,US,other,FR,CA,5oeblu3203
NDF,US,other,FR,IT,23u9ij51gw
NDF,US,other,FR,IT,jm26drg2vp
NDF,US,other,FR,IT,chykqljb4b
NDF,US,other,FR,IT,of17gzqng1
NDF,US,other,FR,IT,odl1k02d17
NDF,US,other,FR,GB,z7r8opjyfl
NDF,US,other,FR,CA,40gr1njyrf
US,NDF,other,FR,IT,uy1t8ttp15
NDF,US,other,FR,GB,b7r0fnkxl0
NDF,US,other,GB,FR,83e2zos8if
NDF,US,other,FR,GB,v0dts6x5kq
NDF,US,other,IT,FR,wrhjdtr612
NDF,US,other,FR,IT,d22rmyajbi
US,NDF,other,FR,IT,jsafx4xb9p
NDF,US,other,FR,GB,f1l8o709e3
NDF,US,other,FR,IT,x3spsapn7j
US,NDF,other,FR,IT,vhoxz0h2ao
NDF,US,other,FR,IT,omyg8yj98p
NDF,US,other,FR,IT,jr5kizw8pd
US,NDF,other,FR,IT,t61wc7zss2
NDF,US,other,FR,IT,gx461lsdwp
NDF,US,other,FR,GB,ibcqoa8jc7
US,NDF,other,FR,ES,9cp170uevm
NDF,US,other,FR,IT,62fggkqcpt
US,NDF,other,FR,IT,gmlpyfj635
NDF,US,other,FR,IT,chzt0wrtqi
NDF,US,other,FR,IT,5uknridt27
NDF,US,other,FR,GB,rbc87gih39
NDF,US,other,FR,ES,u0xjc67fmo
US,NDF,other,FR,IT,57eefxvy44
NDF,US,other,FR,IT,ss2134yei7
US,NDF,other,FR,IT,xaytghuahm
NDF,US,other,FR,IT,cw00ng7283
NDF,US,other,FR,IT,2pyf6ghdyr
US,NDF,other,FR,IT,dcstiy2oxi
US,NDF,other,FR,IT,g0ugek8d4u
US,NDF,other,FR,IT,g7196es7eh
NDF,US,other,FR,IT,221lqsumpo
NDF,US,other,FR,GB,tcrh4farz5
NDF,US,other,FR,IT,yff2nt89gv
NDF,US,other,FR,IT,8nnat8d1u9
US,NDF,other,FR,IT,7f9hs7d1u9
NDF,US,other,FR,GB,evb2kot9x3
NDF,US,other,FR,IT,7kfgibebfn
NDF,US,other,FR,IT,er0s7519q0
NDF,US,other,FR,IT,g41kwe0ubu
US,NDF,other,FR,IT,b6o3j31nq2
US,NDF,other,GB,FR,h8zq8doc6y
NDF,US,other,FR,GB,2ym267b2qs
US,NDF,other,FR,IT,2tca6hwhpi
US,NDF,other,FR,GB,fbqxvri344
NDF,US,other,FR,GB,civ4if0i3a
NDF,US,other,FR,IT,9x19akj4ym
NDF,US,other,FR,ES,bcann8170c
US,NDF,other,FR,IT,3biidj1m92
US,NDF,other,FR,GB,na2dlmzfty
US,NDF,other,FR,IT,as718vvwlz
NDF,US,other,ES,IT,10lgohmhrj
NDF,US,other,FR,GB,3khmxzl0rk
NDF,US,other,FR,IT,sbk2qoq0bz
NDF,US,other,FR,IT,1q136qfxh8
US,NDF,other,FR,IT,08i4r40l2m
US,NDF,other,FR,IT,6mzsrkghqo
NDF,US,other,ES,IT,242bj4cjb3
NDF,US,other,FR,GB,pjzpauc0ii
NDF,US,other,FR,IT,rj9b4qdn13
US,NDF,other,FR,IT,sx72n4504x
NDF,US,other,FR,GB,lcgr3zdoxr
NDF,US,other,FR,IT,dvwith4g1x
NDF,US,other,IT,FR,qqbxeqrhha
NDF,US,other,FR,IT,ro9ytvcqte
NDF,US,other,FR,IT,e2y1oyhzrv
NDF,US,other,FR,IT,2jgvulyngt
NDF,US,other,FR,IT,0vutj0hqic
NDF,US,other,FR,GB,lbkvi8dde2
NDF,US,other,ES,IT,fts4fahepv
NDF,US,other,FR,IT,6ajphy21ox
NDF,US,other,FR,IT,si8fjdj5f9
NDF,US,other,FR,IT,bt6m1f02z2
NDF,US,other,FR,IT,prs4j1zgx9
NDF,US,other,FR,GB,hb9yq3x5vn
US,NDF,other,FR,GB,burlf92l2i
NDF,US,other,FR,IT,7b14stu7ea
US,NDF,other,FR,IT,wdi5rmir09
NDF,US,other,FR,IT,52qe2r71hq
NDF,US,other,FR,IT,fzxldgbrz4
US,NDF,other,FR,IT,1z0604zzi0
NDF,US,other,ES,IT,zpb4z3h708
US,NDF,other,FR,IT,e3zxx2ubvw
NDF,US,other,FR,IT,2a3linkzo2
US,NDF,other,FR,IT,uyq1720ln7
NDF,US,other,IT,GB,d8w60gzx83
NDF,US,other,IT,GB,lyzlv4lx68
NDF,US,other,FR,IT,zbdsrypc6j
NDF,US,other,FR,IT,ev6jopdq2d
NDF,US,other,FR,IT,0uozh6mk1f
NDF,US,other,FR,IT,nba34k2pj9
NDF,US,other,FR,IT,k9nzhp33hu
NDF,US,other,FR,IT,pqpmw6rbyu
NDF,US,other,FR,IT,5lx8vuhr1k
NDF,US,other,FR,IT,zx5bi6hj4p
US,NDF,other,FR,IT,5ldnwp35hc
NDF,US,other,FR,GB,g3vdfwn9so
NDF,US,other,FR,IT,ydz7s7pntz
NDF,US,other,FR,IT,s862xhk80b
NDF,US,other,FR,IT,bhuwc4tcpz
NDF,US,other,FR,GB,69u1o9ea3q
NDF,US,other,FR,IT,o69qffb5bb
US,NDF,other,FR,IT,sd2fv2zdok
NDF,US,other,IT,FR,53tvtn46ra
US,NDF,other,FR,IT,a5d2qv206a
US,NDF,other,FR,IT,a7svu8p447
NDF,US,other,FR,IT,3tq99zl386
NDF,US,other,FR,IT,cekcmgw447
NDF,US,other,IT,FR,89gla8jwno
NDF,US,other,FR,IT,bq4k9ejknd
NDF,US,other,FR,GB,7l48zteohl
NDF,US,other,GB,FR,ab6up1yfqt
NDF,US,other,FR,IT,uxg9ic7cnk
NDF,US,other,FR,IT,fvh6wda8v0
NDF,US,other,FR,IT,3mpvkolagw
NDF,US,other,FR,IT,w6agsw7rcy
NDF,US,other,FR,IT,d0knt9depr
NDF,US,other,FR,IT,877nlpjezl
NDF,US,other,FR,IT,3zi7y3gpj8
US,NDF,other,FR,IT,sxknsk4bd7
US,NDF,other,FR,ES,zoy110g6p9
NDF,US,other,IT,GB,ijmcj5hxmj
NDF,US,other,FR,ES,bbe4ca24yj
NDF,US,other,GB,FR,y9qysxr3le
NDF,US,other,FR,IT,xdk4n2zgsx
US,NDF,other,FR,IT,2hww3nnppo
NDF,US,other,FR,IT,jwalytt3ms
NDF,US,other,FR,IT,2824pvp0vf
NDF,US,other,FR,GB,nvgconoatm
NDF,US,other,FR,IT,nly5n3e40h
NDF,US,other,FR,IT,j3jnj7jxx4
NDF,US,other,FR,IT,3q9i144s6t
NDF,US,other,FR,IT,via2mp3m6r
NDF,US,other,CA,FR,7mob9tiikc
NDF,US,other,FR,IT,26oc42zoto
NDF,US,other,FR,IT,ytijypeb1x
NDF,US,other,FR,IT,oirjeugw3u
NDF,US,other,FR,IT,wi5o346i4j
US,NDF,other,FR,IT,a3vu1v063u
NDF,US,other,FR,IT,tfmc5u87rx
NDF,US,other,FR,CA,08qxvgvbbt
US,NDF,other,FR,IT,tl8wyy066g
NDF,US,other,FR,GB,fot9csg1pd
NDF,US,other,IT,FR,3xeakmp5iw
US,NDF,other,FR,IT,qesvwp7dsk
NDF,US,other,FR,GB,sonj5bwfc2
NDF,US,other,FR,IT,txag42wf0q
NDF,US,other,IT,FR,zn5cnzif9s
NDF,US,other,FR,IT,keatgmzx8u
US,NDF,other,FR,IT,w4uhcsj0rg
NDF,US,other,FR,GB,osmlts2auv
NDF,US,other,FR,IT,xeqvtsyjx5
NDF,US,other,FR,GB,32bmy17oe2
NDF,US,other,FR,GB,av81qs2hke
US,NDF,other,FR,IT,r04adn2sdf
US,NDF,other,FR,ES,a11pcfqj3g
NDF,US,other,FR,GB,9xn5b1z5yi
NDF,US,other,FR,IT,uj0zcl4i0m
NDF,US,other,FR,IT,s137bya2up
US,NDF,other,FR,IT,egc7cml16c
NDF,US,other,FR,IT,gaotq1qh0e
NDF,US,other,GB,FR,mgq0ynzwy1
NDF,US,other,FR,IT,tnu19lsfe4
NDF,US,other,FR,IT,hn8izaef5g
NDF,US,other,FR,IT,y6iw0rtft2
NDF,US,other,FR,IT,l1xbq1ef03
NDF,US,other,FR,IT,bn7ldg423p
NDF,US,other,FR,IT,4yjrfydih7
US,NDF,other,FR,IT,bf89mti89l
NDF,US,other,FR,IT,hxlk8ezz8r
NDF,US,other,FR,GB,gmtt0u4o52
NDF,US,other,FR,IT,qbruvazwxb
NDF,US,other,IT,FR,t4gkfgkndb
NDF,US,other,IT,FR,rgupvmu49h
NDF,US,other,FR,GB,5j8zm5mvmn
NDF,US,other,IT,FR,2ndo9c7iw6
NDF,US,other,GB,FR,x5gbwxe302
NDF,US,other,FR,IT,h5v4c9v185
NDF,US,other,FR,IT,ck5j4bo06w
NDF,US,other,FR,IT,b0yel3r3wx
US,NDF,other,FR,IT,giem3f0c83
US,NDF,other,FR,IT,mfjyqzqgr9
US,NDF,other,FR,IT,kgil2rr2dz
US,NDF,other,FR,IT,l08tohfzg6
NDF,US,other,FR,CA,gz4h1ezdrh
NDF,US,other,FR,IT,b5ks8mkazo
NDF,US,other,FR,IT,f31qw9k879
US,NDF,other,FR,IT,tdy2itqkly
NDF,US,other,ES,IT,5dbkmrfw6i
NDF,US,other,FR,IT,cw4uxrajcw
NDF,US,other,IT,FR,d32qmqirzm
NDF,US,other,FR,IT,alwft0mvaw
NDF,US,other,GB,FR,2i7qx2fleo
NDF,US,other,FR,GB,0uunyr61zj
US,NDF,other,FR,IT,wiufuf2bkb
NDF,US,other,FR,IT,5i2zwm8xor
US,NDF,other,ES,FR,l8jf01co8o
NDF,US,other,IT,CA,mzl8afp2n3
NDF,US,other,FR,IT,76lywrtmim
NDF,US,other,FR,IT,3hlxalx4z3
NDF,US,other,IT,FR,5ncvr8n08f
US,NDF,other,FR,IT,ld4k37i9tj
US,NDF,other,FR,IT,ramd04zrn9
NDF,US,other,FR,CA,xg21xlgbhg
US,NDF,other,FR,IT,c84fl5ikka
NDF,US,other,IT,FR,wieoyug8ih
NDF,US,other,FR,CA,ig483bzvfb
NDF,US,other,FR,IT,bo6dl89r0l
NDF,US,other,FR,IT,koqcrktl0w
NDF,US,other,FR,IT,ljy07e9g8m
NDF,US,other,FR,IT,twjjm44qls
NDF,US,other,IT,FR,lhltqlar7g
NDF,US,other,IT,ES,6u0jy689vj
NDF,US,other,FR,IT,25n1s50wzx
NDF,US,other,FR,IT,34s5a8n3lh
US,NDF,other,FR,IT,xoij730ie9
US,NDF,other,FR,IT,wdc1mpkqf2
US,NDF,other,FR,IT,78xbe6dy9n
NDF,US,other,FR,IT,i4yw8q6s18
NDF,US,other,FR,IT,j9f7tcpvwt
NDF,US,other,FR,IT,oacnfa56qv
NDF,US,other,FR,IT,0nkuhtrtit
NDF,US,other,FR,GB,tr9va9yhr3
NDF,US,other,FR,IT,scsromcmzi
US,NDF,other,FR,IT,d34hu0p33e
US,NDF,other,FR,IT,v08kn6l1eb
NDF,US,other,FR,IT,bpt0u2vidp
US,NDF,other,FR,IT,p2gpq4ro25
NDF,US,other,FR,IT,s0nilpgmms
NDF,US,other,FR,IT,5klp29a2ul
US,NDF,other,FR,IT,qmyldvmrdz
NDF,US,other,FR,IT,q423fmq5kk
NDF,US,other,FR,GB,0f3y303udu
NDF,US,other,FR,IT,unczw1c8bu
NDF,US,other,FR,IT,iscpf48wv8
NDF,US,other,IT,FR,2x4c47ouv9
NDF,US,other,FR,IT,lxc7r7op9r
NDF,US,other,IT,GB,n91z05a7n3
NDF,US,other,FR,IT,p57o7abdwj
US,NDF,other,FR,IT,1x17q2obs3
NDF,US,other,FR,GB,y0fpmk2wkz
NDF,US,other,ES,FR,puxgkzrsj1
US,NDF,other,FR,IT,gwo9ck0nqt
NDF,US,other,FR,IT,mwyddsf9zz
NDF,US,other,FR,IT,8l8ma8tarp
NDF,US,other,FR,IT,s0idkhg998
NDF,US,other,FR,IT,pnjmk2lslp
NDF,US,other,FR,IT,xng660ctfe
US,NDF,other,FR,IT,2gzt8j93o9
US,NDF,other,FR,IT,a406lc633x
NDF,US,other,FR,IT,ix1fbkp36e
NDF,US,other,FR,IT,pgrh78bjjz
NDF,US,other,FR,IT,o7w3uiyos3
NDF,US,other,IT,FR,deazn2edfr
NDF,US,other,FR,IT,x2o76ir088
NDF,US,other,FR,GB,12mhz9yhu8
NDF,US,other,FR,IT,ushsz8jlpf
NDF,US,other,IT,FR,ci9apxn1hp
US,NDF,other,FR,IT,ya46b86aln
NDF,US,other,FR,GB,8lijl55ose
US,NDF,other,FR,ES,f8mkik4rgz
US,NDF,other,FR,IT,1zdbftkl4q
NDF,US,other,FR,GB,w4flf2go4q
NDF,US,other,FR,IT,zn2kv36dr3
NDF,US,other,FR,IT,19553rmtd9
NDF,US,other,FR,IT,c7dm8ekxia
NDF,US,other,FR,CA,ymf0sklyxa
NDF,US,other,FR,CA,iwsvz2inzf
NDF,US,other,FR,IT,6qsv1nvw71
NDF,US,other,FR,IT,6ppvwel2kn
NDF,US,other,FR,GB,qneyxzy77o
NDF,US,other,FR,GB,q2u5prm9uf
NDF,US,other,FR,GB,1s20a0m3x2
NDF,US,other,FR,IT,9ksyknyfq3
US,NDF,other,FR,IT,3rxlxbakf2
NDF,US,other,FR,IT,2vclzv8r78
NDF,US,other,FR,IT,tiuh03jyvd
NDF,US,other,IT,FR,ee45fvzopl
US,NDF,other,FR,IT,rq471w6o45
NDF,US,other,FR,IT,2qhizjpulr
NDF,US,other,IT,CA,yssmxavswn
NDF,US,other,FR,IT,xe09bc8akk
NDF,US,other,FR,IT,8ptbwp22q3
NDF,US,other,FR,GB,4i01gzxnmr
NDF,US,other,FR,IT,99482k6pb5
US,NDF,other,FR,IT,lx75fwkg64
NDF,US,other,FR,GB,zhrap584vj
NDF,US,other,FR,IT,4qgj9xcaz9
NDF,US,other,FR,IT,4qc5vdsay9
NDF,US,other,IT,FR,wzlao3eh1z
NDF,US,other,FR,IT,cz75vdztko
NDF,US,other,FR,IT,09ybwrxb4s
US,NDF,other,FR,IT,pc7hmghrvw
NDF,US,other,FR,GB,2d9ue1c683
US,NDF,other,FR,IT,3mkwy70gom
NDF,US,other,IT,FR,fy6eza6be4
NDF,US,other,FR,IT,1326c4p41f
US,NDF,other,FR,IT,tc7mboaqts
NDF,US,other,ES,FR,6oklygb1ti
US,NDF,other,FR,IT,lqj6aw8cg8
NDF,US,other,FR,CA,l886lu99nk
NDF,US,other,FR,GB,9rr0n9p6ls
NDF,US,other,FR,CA,x1ar3ziz29
NDF,US,other,FR,IT,rcelkdf6my
NDF,US,other,GB,FR,glagwvfyi1
NDF,US,other,FR,GB,l3a2ddlx6i
US,NDF,other,FR,IT,6dqxx0vqum
NDF,US,other,FR,CA,i233wge9xm
US,NDF,other,CA,FR,3udghvnze4
NDF,US,other,IT,FR,w2o6q2k640
NDF,US,other,FR,IT,pi2ftz03cp
NDF,US,other,FR,IT,t9r7rzkxb0
NDF,US,other,FR,IT,edr86tnqa4
NDF,US,other,FR,IT,bx8j993uyl
NDF,US,other,FR,IT,lv43r4tukv
NDF,US,other,FR,IT,86yl84yzom
NDF,US,other,FR,GB,oolnqu4iff
US,NDF,other,FR,IT,yiuix9q5c6
NDF,US,other,FR,IT,siqz5tn1tv
NDF,US,other,FR,ES,0i18oje3ht
US,NDF,other,FR,IT,yacc6okgqq
NDF,US,other,IT,FR,rfp5vkw65d
NDF,US,other,IT,FR,pnbak47olp
US,NDF,other,FR,IT,6bx1xq32mm
NDF,US,other,FR,ES,gowsb30khj
NDF,US,other,GB,IT,8pbhf9nkqn
US,NDF,other,IT,FR,ni1r1nhdnr
US,NDF,other,FR,IT,xg59s4ofv0
NDF,US,other,FR,IT,75mskdhubh
NDF,US,other,FR,GB,agorchnef5
NDF,US,other,IT,FR,ip9ggf8u0f
NDF,US,other,FR,GB,t60s3gqck1
NDF,US,other,GB,FR,xdx4reme3d
NDF,US,other,FR,IT,37x3nq8hqi
US,NDF,other,FR,IT,8langaj8tt
NDF,US,other,FR,IT,5r8ms08pto
US,NDF,other,FR,IT,7zqc4kp98p
NDF,US,other,FR,GB,mupgb3hklc
NDF,US,other,FR,IT,owt45vojes
NDF,US,other,GB,FR,hdg69wif08
NDF,US,other,FR,IT,c42r7xua3n
NDF,US,other,FR,IT,2t6bf7h70p
NDF,US,other,IT,FR,ct9pfj9ddw
NDF,US,other,FR,IT,dn7ty60l6f
NDF,US,other,FR,GB,12u458fv4s
NDF,US,other,FR,IT,0yska0xicf
US,NDF,other,FR,IT,b7qddtxz0i
NDF,US,other,FR,IT,1coi3z1dmm
NDF,US,other,FR,IT,6cei8yihap
US,NDF,other,FR,IT,rhln688b0p
NDF,US,other,FR,IT,cxaf0azw1b
NDF,US,other,FR,IT,dt4mmswx54
NDF,US,other,FR,IT,66ea4y9ca7
US,NDF,other,FR,IT,4662042k1b
US,NDF,other,FR,IT,8ss5uejq9o
NDF,US,other,GB,IT,cc7ju5twl0
NDF,US,other,FR,CA,ltad3kic4a
NDF,US,other,FR,IT,r2i26jshjg
NDF,US,other,FR,IT,gjtz1elfvi
NDF,US,other,FR,IT,pwog1ol5l9
NDF,US,other,IT,GB,1elxw9z9iq
NDF,US,other,FR,IT,sn8pmpq2s5
NDF,US,other,FR,IT,qcynwm5vg1
US,NDF,other,FR,IT,shxv4v5nir
US,NDF,other,FR,IT,k8nnl2dlia
NDF,US,other,FR,IT,d4nfo84l9g
NDF,US,other,FR,IT,txh23dldrg
NDF,US,other,FR,IT,erip6cfbh9
NDF,US,other,FR,IT,42s8nezvme
NDF,US,other,FR,IT,e7lwix7xv8
US,NDF,other,FR,IT,e863xe109q
NDF,US,other,FR,IT,5k6t9x6hps
NDF,US,other,FR,IT,99sntzoinj
NDF,US,other,FR,IT,gqr1cx8xtm
NDF,US,other,IT,FR,2xfdvrieb8
NDF,US,other,FR,IT,1dr8oljs2o
NDF,US,other,FR,IT,an9fayvtk2
NDF,US,other,FR,IT,g9vaawe7k3
NDF,US,other,FR,IT,9sh3vcqncy
NDF,US,other,FR,IT,6ggm6hwvtk
NDF,US,other,FR,IT,189gjldh1t
NDF,US,other,FR,IT,6dcqnuu2bh
NDF,US,other,FR,IT,zai4a8ltoy
NDF,US,other,FR,IT,6mgte432tp
NDF,US,other,FR,IT,bysdqdsy93
NDF,US,other,FR,IT,1qb3nmmo9g
US,NDF,other,FR,IT,pl8trm9lc4
NDF,US,other,FR,IT,h45ym37k71
NDF,US,other,IT,FR,zrvs0v7bpu
NDF,US,other,FR,IT,qr5kdwnopv
NDF,US,other,FR,IT,g107acpj73
NDF,US,other,FR,IT,06kswxm7rw
NDF,US,other,FR,IT,tggl4kdrlf
NDF,US,other,FR,IT,vouv31w1o3
NDF,US,other,IT,FR,hapdjt5tcn
NDF,US,other,FR,IT,s03n64xaco
US,NDF,other,FR,IT,3x813f8x8a
NDF,US,other,FR,IT,rac2nsx4qm
US,NDF,other,FR,IT,5xd6zagiib
US,NDF,other,ES,FR,7crv7gna0w
NDF,US,other,FR,IT,taa0iri7v7
NDF,US,other,FR,CA,qkqwh1goiv
US,NDF,other,FR,IT,row6hzpx4z
NDF,US,other,GB,FR,hd6xo9ibyr
NDF,US,other,FR,IT,cxfyan9ysz
NDF,US,other,FR,IT,x5k55dam6o
NDF,US,other,FR,CA,sv9ztn6i92
NDF,US,other,FR,IT,rphbbrfb63
US,NDF,other,FR,IT,odzfdcykt7
NDF,US,other,ES,FR,6nl8d5blvw
NDF,US,other,FR,IT,geg5wwthas
NDF,US,other,FR,IT,dlqh8emjjd
US,NDF,other,FR,IT,r0ngocdf4h
NDF,US,other,FR,GB,s8zysy8hmc
US,NDF,other,IT,FR,r3d9fd9ui5
NDF,US,other,FR,IT,umivdmcmi5
US,NDF,other,FR,IT,r13x5kwcqt
NDF,US,other,FR,IT,gtgz136rdr
NDF,US,other,FR,IT,objpn9m4zy
NDF,US,other,IT,FR,im0sf3hgek
NDF,US,other,FR,IT,usbpy26dcc
NDF,US,other,FR,IT,5s73xx6dxf
NDF,US,other,IT,FR,erkpm7k644
NDF,US,other,FR,IT,tnl3rrscgs
NDF,US,other,FR,IT,2vvx1cjp69
NDF,US,other,FR,GB,txukj3hrdj
NDF,US,other,FR,IT,nmxrqibbwz
NDF,US,other,FR,IT,o9qh7rrlte
NDF,US,other,FR,IT,kdpgr0ilp9
NDF,US,other,FR,IT,rp7wqqxopu
NDF,US,other,GB,FR,0qu1dpe20f
US,NDF,other,FR,IT,lgsyvzrnfs
NDF,US,other,FR,IT,e5gu0sd7ma
NDF,US,other,IT,FR,k2z08zih01
NDF,US,other,FR,GB,0eq949h9fd
NDF,US,other,FR,IT,wkra0gfk3n
NDF,US,other,FR,IT,owh74qhtcg
NDF,US,other,FR,IT,lsxyr88la2
NDF,US,other,FR,IT,ddnfe1fvzc
US,NDF,other,FR,IT,97j7lj42gz
US,NDF,other,FR,IT,pslvtjxltj
NDF,US,other,IT,FR,ckdu6jmwy0
NDF,US,other,FR,IT,vjphsce55n
NDF,US,other,FR,CA,r4m9mybol2
NDF,US,other,FR,IT,2ngz6d6njt
NDF,US,other,IT,FR,br3aaus4ri
US,NDF,other,FR,IT,3hbwejhdiy
NDF,US,other,FR,IT,8z2z99wb13
NDF,US,other,FR,IT,73mx6oyr67
NDF,US,other,FR,IT,8wbtujrz0a
NDF,US,other,FR,CA,j4wbhk4w60
NDF,US,other,FR,IT,ynn3x0yxf6
NDF,US,other,FR,IT,x76ab2k2uk
US,NDF,other,FR,IT,g0x21iv13t
NDF,US,other,FR,IT,3qo4wkiu77
NDF,US,other,FR,IT,pe6uabavdt
NDF,US,other,FR,IT,8wc38rpyyn
NDF,US,other,IT,FR,s79xoblvzk
NDF,US,other,FR,IT,2exg4u0067
NDF,US,other,FR,IT,2lx1i0kg0q
NDF,US,other,FR,IT,u9wxepzvlh
US,NDF,other,FR,IT,mfgbnvhfh3
NDF,US,other,FR,IT,vbisek663a
US,NDF,other,FR,IT,xi2flm4e3g
NDF,US,other,FR,IT,kel4ssgo84
NDF,US,other,IT,FR,8yp9dngtcr
NDF,US,other,FR,IT,t6khtiwybd
NDF,US,other,FR,IT,w898v3nn25
NDF,US,other,FR,IT,1pdw9ywm1o
NDF,US,other,FR,IT,jxnimqo36j
NDF,US,other,FR,IT,7fx79y2mln
NDF,US,other,FR,IT,1t5dlst6rj
NDF,US,other,FR,IT,yv5uqenldi
NDF,US,other,FR,IT,r7ggqhwo7k
NDF,US,other,FR,IT,zi4r3xhw6z
NDF,US,other,FR,IT,bydwug2f23
NDF,US,other,FR,IT,yk0zbz506r
NDF,US,other,FR,IT,m65faj2hr8
NDF,US,other,FR,IT,n0ek2m3f64
NDF,US,other,FR,GB,qzognvjhrb
NDF,US,other,FR,IT,z4po9ed1mr
NDF,US,other,FR,IT,q6zv3cctjd
NDF,US,other,FR,IT,r25bsb39k4
NDF,US,other,ES,IT,9kr29e58b2
NDF,US,other,FR,IT,mo9p4z5t7g
US,NDF,other,FR,IT,nhr7b7r83k
NDF,US,other,CA,FR,qa1aajxm5b
NDF,US,other,FR,GB,vzewf05hrh
NDF,US,other,FR,IT,fmk21bgldx
US,NDF,other,FR,IT,twurq4hywa
NDF,US,other,IT,FR,9j3puri978
NDF,US,other,FR,IT,9uo8d0nh7c
US,NDF,other,FR,IT,ifsv8orzmx
NDF,US,other,FR,IT,vsxcshvj25
NDF,US,other,FR,IT,exl1jqivx1
NDF,US,other,IT,FR,jbfbyb283v
NDF,US,other,FR,IT,b2wie0hu8z
US,NDF,other,FR,IT,mr1k2map1e
